,p1_name,p2_name,wb_length,route,start_node,end_node,length,p1,p2,straight_line_dist,diff,abs_diff,rel_error,endpoint_1,endpoint_2,roughness
32,costa fleitas,yuquyt,7.133822,"[5504559653, 5504559652, 5504559651, 5504559650, 5504559649, 5504559648, 5504559647, 5504559646, 5504559645, 5504559644, 5504559643, 5504559642, 5504559641, 5504559640, 5504559639, 5504559638, 5504559637, 5504559636, 5504559670, 5504559669, 5504559668, 5504559667, 5504559666, 5504559665, 5504559664, 5504559663, 5504559662, 5504559661, 5504559660, 5504559659, 2726902624, 2726902603, 2726902531, 2726902654, 2726902617, 2726902640, 2726902506, 2726902649, 2726902627, 2726902593, 2726902668, 2726902684, 2726902516, 2726902608, 2726902533, 2726902581, 2726902635, 2726902621, 2726902655, 2726902535, 2726902482, 2726902616, 2726902679, 2726902681, 2726902647, 2726902657, 2726902537, 2726902471, 2726902666, 2726902598, 2726902662, 2726902630, 2726902601, 2726902577, 2726902597, 2726902595, 2726902634, 2726902492, 2726902484, 2726902585, 2726902459, 2726902582, 2726902599, 6458898045, 2726902600, 2726939811, 2726939804, 2726939759, 2726902623, 2726939718, 2726902643, 2726902688, 2726902620, 2726902692, 2726902658, 6459014502, 2726902675, 2726902669]",5504559653,2726902669,9.032854000000002,POINT (-56.93204 -25.3511),POINT (-56.98239 -25.28075),9.297125123622484,-1.8990320000000018,1.8990320000000018,0.26620120322598484,costa fleitas,yuquyt,5.0
33,cruce  villeta,arroyo para,24.53022,"[1783597986, 1783597796, 1783597948, 1783598124, 1783573728, 1783598262, 1783598174, 1783598069, 1783598095, 2389266020, 2389266021, 2389277272, 1783598129, 1783597733, 2389266028, 1783598181, 2389266034, 1783598117, 1783597785, 1783597969, 1783597797, 1783598195, 2644371938, 1783598093, 1783598222, 1783597988, 1783598113, 1783597930, 2389266059, 1783597891, 1783598114, 1783598051, 1783597939, 1783598187, 1783598248, 1783597990, 1783597976, 2389266177, 1783598025, 2389266187, 2389266189, 1783597859, 1783597999, 1783597917, 1783598119, 1783598042, 1783597950, 6886395871, 1783597751, 1783598006, 2917885645, 6783124947, 2917885682, 1783598011, 1783598073, 1783597732, 1783598169, 1783598026, 1783598241, 1783598217, 1783598103, 1783598108, 1783598131, 1783598062, 1783598082, 1783597938, 1783597804, 1783597771, 2389277802, 1783597775, 1783598220, 2917887013, 1783598214, 1783597727, 1783598196, 1783597760, 1783597847, 1783598056, 1783602663, 1783602596, 1783602611, 1783602705, 2917887104]",1783597986,2917887104,21.985501000000003,POINT (-57.60714 -25.71155),POINT (-57.79162 -25.80752),21.343697743476756,2.544718999999997,2.544718999999997,0.10373812383256233,cruce  villeta,arroyo para,3.5
34,cruce guarani,colonia pindoty,44.47736337,"[2694629437, 2694629787, 2694629319, 2694629723, 2694629697, 2694629338, 2694629478, 2694629498, 2694629659, 2694629715, 5436132075, 5436132074, 2694629429, 5380801044, 5436132059, 5751908966, 2694629470, 2694653617, 2694653696, 2694635875, 2694653409, 2694635845, 2694635931, 2694658497, 2694658601, 2694658554, 2694658592, 2694658708, 2694658633, 2694658514, 2694658569, 2694663645, 2694663470, 2694663319, 2694663612, 2694663458, 2694663488, 2694663654, 2694663682, 2694663666, 2694663261, 4639367123, 2694663310, 2694663354, 2694663397, 2694663315, 2694663533, 2694663411, 2694663378, 2694663371, 2694663566, 2694663309, 2694663318, 5380801059, 5380801058, 5380801057, 5380801056, 5380801055, 6710854520, 5380801054, 6864092550, 6710854526, 6864092520, 2694671975, 2694671971, 2694671994, 2694671992, 2694671996, 2694671973, 6710854518, 5380801062, 5380801061, 2694672017, 2694671983, 5380801060, 2694671989, 2694672003, 2694672013, 2694671999, 6710854504, 2694671977, 2694671985, 2694672037, 2694672011, 2694671984, 2694672036, 2694672020, 2694671968, 2694671982, 2694672008, 2694671998, 2694671995, 2694672033, 2694671969, 8808155912, 2694671972, 5642300301, 6129388962, 6129387181, 6129387161, 5642300302, 5642300303, 6129388900, 6129387173, 6129387174, 6129387163, 6129387160, 6129387179, 6129387180, 6196408166, 6129387162, 5642300305, 6129387178, 5981513955, 5642300306, 5642300307, 8808148698, 6129540993, 5642300308, 5642300309, 5642300310, 5642300311, 5642300312, 5642300313, 5642300314, 5642300315, 6456153099, 5642300316, 5642300317, 2694687824, 2694687926, 2694687900, 2694687943, 2694688065, 2694688017, 2694688060, 2694688044, 5380815637, 2694687865, 2694688037, 2694687833, 2694688101, 6446374613, 5642303129, 6446374615, 6446381308, 5642303128, 6446374700, 5642303127, 5642303130, 5642303126, 5642303125, 6446374703, 2694687845, 2694687840, 2694687961, 2694688127, 2694688083, 2694688089, 4623646830, 2694688104, 2694688046, 2694687829, 2694687849, 2694688052, 2694687850, 2694687918, 2694687922, 2694687930, 2694687896, 2694688035, 2694687950, 2694688005, 2694687810, 2694687989, 2694687875, 2694687844, 6456656930, 2694687991, 2694687977, 2694687835, 2694688141, 2694687820, 6446374724, 2694687932, 2694687825, 7104421433, 8808148662, 2694700164, 2694687798, 2694687914, 2694687784, 2694708991, 6456656945, 2694687843, 2694687785, 2694687786, 6445798195, 6445798201, 6445798199, 6445798197, 6445798194, 6445798208, 6445798209, 6445798210, 6445798211]",2694629437,6445798211,42.70272099999999,POINT (-54.87617 -24.26236),POINT (-55.04297 -23.98272),35.310479749367325,1.7746423700000094,1.7746423700000094,0.03989990043332934,cruce guarani,colonia pindoty,1.992499975
35,cruce ruta 5,bella vista norte,97.371277,"[2670434238, 2670434280, 2670434300, 2670434255, 2670434282, 2670434278, 2670434252, 2670434243, 2670434315, 2670434304, 2670434260, 2670434318, 2670434343, 2670434245, 2670434351, 2670434312, 2670434356, 2670434241, 2670434294, 2670434329, 8355746445, 8542464241, 8355736265, 8355736268, 8355736267, 8355736266, 8355736264, 8075465809, 2670517295, 8240961905, 2670531068, 8240961891, 8240961902, 8355736257, 8355736260, 8355736256, 1749927196, 6653949060, 8542464536, 1749927345, 1749927411, 1749927359, 1749927413, 1749927381, 1749927337, 1749927389, 1749927346, 1749927331, 1749647500, 6800691117, 1749927427, 6800691012, 1749927358, 1749927348, 1749927182, 6800691130, 1749927410, 1749927421, 1749927349, 2670313762, 5622872840, 1749927332, 8542464534, 8542464533, 8542464535, 6443995700, 353645273, 1749927224, 8542464614, 8542464540, 1749927384, 1749927429, 1749927207, 1749927184, 1749927209, 1749927357, 1749927269, 1749927305, 1749927250, 5718377284, 5718377285, 1749647520, 8583468986, 1749927401, 1749927342, 1749927336, 1749927396, 1749927301, 1749927181, 1749927234, 1749927273, 1749927360, 1749927256, 1749927308, 8355736242, 1749927174, 3768917313, 2670298351, 353645282, 1749927383, 8542464550, 7829897982, 1749927353, 1749927400, 1749927267, 1749927415, 5718367807, 2683555784, 2683555803, 8542464631, 2683555813, 1749647683, 2683555864, 5718367784, 7829969888, 1749647518, 5622864182, 353645284, 1749647618, 1749647532, 6443995762, 1749647526, 1749647634, 1749647705, 1749647524, 353645279, 364067070, 364067069, 364067068, 364067067, 364067065, 2683366655, 364067064, 364067063, 2683366651, 364067062, 364067061, 2683366639, 364067060, 8542464599, 2683366629, 353645280, 364067058, 364067057, 8542464607, 2683366632, 2683366643, 364067056, 1878069497, 364067732, 364067731, 2683366652, 364067730, 7799955164, 2683366662, 364067729, 364067728, 364068083, 364068081, 364068080, 7799955179, 2369094780, 5465865559, 7799961894, 364068076, 7799961895, 353645329, 3597150879, 3597150972, 364068073, 5465865561, 3597150974, 2369094710, 2369094695, 364068071, 7799961966, 2369094609, 2369094599, 2369094592, 2369094576, 2369094566, 2369094558, 2369094531, 2369094500, 3595892719, 364068069, 353645310, 2369094449, 364068067, 364068065, 3595878540, 3595891470, 2369094410, 2369094388, 2369094376, 2369094371, 3153663066, 2369094342, 2681166883, 2681166891, 2681166894, 3094254833, 3153655060, 2681166898, 3153655054, 2681166900, 2681166901, 2681166904, 7373906205, 2681166906, 2681166907, 4598811429, 2681166908, 2681166909, 2681166910, 2681166911, 2681166912, 3595878469, 3595878471, 2681166915, 4598844654, 2681166916, 2681166917, 3595878486, 3595878513, 3595878508, 2681166919, 3595878501, 7294894211, 2681166920, 2954499772, 4598811426, 2952587597, 2952587592, 3595878401, 2952587583, 2742990673, 4598787277, 3595874974, 3595874966, 3595874962, 3157858542, 3157858539, 4598782145, 4598782143, 2954499748, 2954499738, 2742990672, 4752797749, 2954499610, 2954499591, 3157858296, 2743209923, 2954499554, 2743233952, 2742990668, 2401514102, 2743209939, 2723631137, 4740347802, 2401514033, 4740347783, 4740342256, 4740342258, 4740342227, 2400518162, 364069793, 361462669, 7295117457, 7295117458, 2400518139, 2400518122, 2400518116, 2401513977, 4598518776, 2400518081, 2400518050, 2400518005, 2400517931, 7802034118, 361462667, 361462655, 4565650878, 4858135606, 4373629097, 7802034116, 2674775423, 361468764, 2674775346, 4433394771, 2674775319, 445814343, 8437765393, 1638776554, 1878069403, 1878069400, 4564287609, 361468767, 361468770, 8076617023, 8076617024, 8076617025, 8076617026, 361468777, 361468783, 361468784, 361468787, 361468911, 361468910, 4436635905, 4341908928, 319470635, 2683117069, 4436635894, 2683111030, 2400517554, 2681992861, 6168761676, 2681992870, 4436635893, 319470634, 7799786298, 2681992871, 319470633, 2681992830, 319470632, 2681992875, 319470631, 8076617032, 8076617031, 2681992840, 319470630, 8076617027, 319470574, 6175284004, 2681981984, 5873909327, 319470573, 2681982023, 319470571, 319470570, 4436635892, 319470569, 2681974666, 2681970449, 319470568, 319470567, 319470566, 2681970463, 319470565, 8076617038, 319470564, 8076617039, 319470563, 8076617040, 319470562, 4269975200, 4269982955, 7789816490, 813415996, 4727819497, 813416012, 7789816491, 813416046, 3047885141, 319470159, 319470538, 319470537, 319470536, 4436635891, 319469972, 6181226801, 6181226806, 319470349, 3047885017, 319470348, 319463930, 3047885010, 4434603007, 3047884966, 3047884957, 3047884943, 3047884941, 3047884939, 3047884831, 3047884829, 3047884790, 319463935, 4434993030, 8092953625, 4434993028, 319463939, 3047884746, 648676864, 319463943, 4434993027, 319463947, 4434993026, 319463951, 648677012, 4767475284, 648677001, 4197499902, 651605925, 319463955, 6175710117, 3047884621, 4589271254, 6175710116, 4589271253, 6175710119, 319463959, 650098153, 4589271258, 6175710121, 4565300029, 6175710122, 319463964, 3047884610, 648661598, 4580221743, 4580221744, 319463967, 8092880404, 4760784184, 814304528, 8092880409, 319463994, 4580221754, 8092880413, 857108002, 8092880415, 8092953617, 8092953619, 660352933, 7792116479, 857107984, 3047884554, 7792123302, 6175710073, 7792123310, 6175710056, 8092880398, 319463999, 3047884544, 319464002, 3047884541, 4434914076, 319464006, 4580511194, 4753578655, 319464010, 4740357445, 3047884536, 523565416, 648477151, 3047884535, 7792440059, 319464013, 2683036763, 2683036772, 647199981, 319464017, 2683044633, 2683044639, 2683080623, 319464020, 2683044635, 319464024, 647169579, 5636073125, 647169454, 651640144, 659730022, 659730010, 4327176273, 4580182162, 659730012, 659729992, 659729994, 319464028, 659729995, 6370939508, 4683602911, 319464032, 2683027748, 4747375564, 4327176357, 4753768044, 319464044, 4747121889, 364072147, 2683027759, 4763995151, 364072146, 4768485369, 364072145, 2683027767, 364072144, 8542615075, 364072143, 8542648527, 4604128467, 8542648523, 4606052063, 364072142, 364072141, 364072140, 4747121244, 364072139, 364072138, 4768485368, 6376045756, 364072137, 364072136, 6376045757, 364072135, 4747052274, 4604128475, 364072134, 4604128486, 364072132, 4747046295, 6376045758, 6376045759, 6445706701, 6376045764, 2860717854, 8636924463, 6445706728, 8636926080, 8636926075, 6376045765, 6376045766, 1749613953, 6376045767, 6376045768, 1749613937, 1749613928, 6376045770, 6376045769, 878545894, 5316486429, 6376045771, 1749613942, 2689744290, 2689742385, 2689742386, 2689742369, 5316486467, 5316486442, 2689742397, 7576544659, 7576544660, 4506579003, 2689742372, 2689742373, 4381268566, 2689742389, 2689742375, 2689776598, 6570959119, 6570959118, 6570959117, 6570959116, 6570959113, 6570959114, 6570959115, 2689776601, 5316486428, 2689776589, 6570959112, 6570959111, 2689776595, 6100891427, 6570959122, 6100891420, 6570959121, 6570959120, 2689776592, 8818569000, 6100891417, 8818568962, 2689733658, 2689733590, 2689733470, 2689733595, 2689733474, 2689733479, 2689733621, 2689733697, 2689733490, 2689733482, 2689733573, 6100891431, 2689733481, 2689733600, 2689733608, 2689733557, 2689733628, 2689733646, 7576561190, 6100932835, 2689733471, 6100932853, 2689733508, 2689733681, 2689733569, 2689733679, 2689733691, 6100932845, 2689733462, 2689733555, 2689733609, 2689733458, 2689733616, 2689733485, 2689733606, 2689733554, 2689733523, 2689733486, 2689733577, 2689733503, 2689733521, 5316487077, 5316487076, 5316487075, 5316487074, 5316487073, 5316487072, 5316487071, 5316487070, 5316487069, 5316487068, 5316486984, 5316486983, 5316486982, 5316486981, 5316486980, 5316486979, 5316486978, 5316486977, 5316486976, 5316486975, 5316486974, 5316486973, 5316486972, 5316486971, 5316486970, 5316486969, 5316486965, 5316486966, 5316486967, 5316486968, 2689733522, 2689733695, 2689733652, 2689733547, 2689733642, 2689733536, 2689733533, 2689733511, 2689733602, 2689733669, 2689733665, 2689733671, 2689733640, 2689733644, 2689733624, 2689733510, 5706197826, 2689733513, 2689733593, 2689733689, 2689733581, 2689733601, 2689733587, 2689733686, 2689733464, 2689733578, 2689733535, 2689733667, 2689733531, 2689733632, 2689733543, 2689733551, 2689733580, 2689733605, 2689733525, 2689733634, 2689733552, 2689733592, 2689733476, 2689733528, 2689733627, 2689733598, 4506580373, 2689733487, 2689733461, 2689733613, 2689733497, 2689733541, 2689733524, 2689733529, 2689733517, 2689733591, 2689733504, 2689733611, 2689733459, 2689733484, 2689733620, 2689733495, 2689733618, 2689733604, 2689733687, 2689733538, 2689733532, 2689733526, 2689733553, 2689733480, 6379370495, 5706173991, 2689733599, 2689733540, 2689733460, 2689733597, 2689713616, 2689713417, 2689713395, 2689713748, 2689713459, 4947640399, 5706170696, 2689759077, 2689759065, 2689758950, 2689758900, 2689758902, 2689758935, 2689758982, 2689758940, 2689758999, 2689759058, 2689759029, 2689759080, 2689758904, 2689758907, 2689759040, 2689759025, 2689759017, 2689759078, 2689759018, 2689759034, 2689758972, 8818569337, 2689758912, 2689758909, 2689758922, 5378322317, 2689758931, 8818567396, 5378322626, 5378322282, 2689759054, 2689758901, 2689759059, 2689759047, 2689759020, 2689759083, 5378322288, 5378322290, 2689758921, 5378322292, 2689759043, 2689759022, 2689759033, 2689759010, 4506564928, 3385995020, 3385995019, 3385995018, 3385995017, 3385995016, 4991221243, 4991221244, 5378322963, 3385995015, 4991221242, 3385995014, 3385995013, 3385995011, 3385995009, 5378323165, 5378323314, 3385995007, 5378323319, 4991221241, 4991221240, 5378439219, 5378439332, 3385994999, 4991218823, 3385985692, 3385985687, 5378323240, 5378323191, 3385985685, 5378323204, 5378323242, 3385985682, 5378323220, 5378323198, 5378323238, 3385985680, 3385985676, 3385985675, 4947640200, 4947640188, 3386003740, 3385985660, 3385985659, 3385985657, 3385985655, 3385985653, 3385985652, 3385985654, 3385985656, 3385985661, 3385985662, 3386003744, 3385985663, 3385985664, 4995993884, 4995993883, 4995993882, 4995993881, 4995993880, 4995993879, 4995993878, 4995993877, 4995993876, 4995993875, 4995993874, 4995993873, 4995993872, 4995993868, 5003699137, 5003699138, 4995993869, 4995993871, 5003699134, 5003699133, 5003699135, 4995993870, 5003699136, 5003699132, 4995993791, 5003699130, 5003699131, 4995993792, 5003699129, 4995993793, 5003699124, 5003699162, 4995993794, 5003699125, 5003699127, 5003699126, 4995993795, 5003699128, 4995993796, 4995993797, 4995993798, 4995993799, 4995993800, 4995993801, 4995993802, 4995993858, 4995993857, 4995993856, 4995993855, 4995993854, 3386003717, 3386003716, 3386003713, 3386003694, 3386002790, 3386002791, 3386002792, 3386003704, 3386003705, 3386003703, 5000216621, 3386003699, 3386003698, 3386003697, 3386003696, 3386002787, 3386002783, 3386002780, 3386002778, 4947495082, 4947495083, 3386002760, 4947495084, 4947639980, 4947639981, 4947639982, 4947639983]",2670434238,4947639983,148.93477700000005,POINT (-54.80837 -25.86604),POINT (-54.67027 -24.90788),107.04958617445885,-51.56350000000005,51.56350000000005,0.5295555485012284,cruce ruta 5,bella vista norte,2.02499995
36,desv guarambare,emp ruta guarambare villet,4.187758,"[380642082, 3925304503, 380642192, 1783408891, 6386361961, 1783408859, 2645556623, 1783408871, 380642084, 2645556613, 2645560570, 3902441341, 1783408849, 1783408889, 1783408950, 1783408927, 1783408963, 1783408846, 1783408951, 2645566478, 2645560566, 2645566427, 1783408971, 380642086, 3902453843, 1783408939, 3902459031, 2645561741, 2645566466, 2645561745, 3888320073, 2645566490, 1783408896, 2645561743, 3910815827, 3908838945, 2645566474, 3908838940, 3903878730, 3908838941, 3903878656, 3900147157, 3900147185, 1783408947, 3900083441, 1783408957, 6234763372, 6234763370, 6234763369, 3900083449, 6234763368, 6234763367, 6234763377, 6234763373, 6234763375, 6234763366, 6234766191, 6234766192, 6234766190, 6234766193, 3900796513, 6234766189, 6234766188, 6234766187, 6234766186, 6234766185, 1783408962, 6234763362, 3888338275, 3888338334, 1783489642, 1783489645, 1783489633, 1783489595, 1783490259, 5928930945, 1783489624, 1783489598, 1783497235, 1783497254, 1783489630, 4412147655, 1783489636, 1783489654, 5928930933, 1783489592, 1783489628, 1783489651, 1783489648, 1783489626, 1783489639, 5928910740, 1783489604, 5928910747, 1783489601, 1783493396, 1783493364, 1783493363]",380642082,1783493363,5.318057000000001,POINT (-57.45567 -25.49096),POINT (-57.46667 -25.53333),4.82227167138907,-1.1302990000000017,1.1302990000000017,0.26990551985095645,desv guarambare,emp ruta guarambare villet,5.0
37,edelira,natali,14.80609,"[2685048019, 2686851698, 860694609, 2686851639, 2686840333, 2686840322, 359537829, 359537830, 2685048423, 2685048544, 359537831, 2685047733, 359537832, 2686840321, 4360198139, 5683190792, 5683190793, 5683190794, 5683190795, 5683190796, 5683190797, 5683190798, 5683190799, 5683190800, 5683190801, 5683190802, 5683190803, 359537838, 2686840285, 2685233379, 2685230225, 2685230173, 359537839, 5683169568, 2685230197, 2685230195, 2685230211, 2685230274, 3163993114, 2685220079, 359537840, 2685235450, 2685235452, 359537842, 2685218590, 2685218545, 2685235454, 2685238400, 359537843, 2685213003, 2685212987, 6250726837, 2685215515, 359537844, 2685215516, 2685215518, 2685215521, 359537845, 2685215512, 2685215533, 6250726832, 6250726830, 359537846, 2685215517, 2685215534, 2685215531, 359537847, 2685215511, 2685215508, 2685215528, 2685215530, 359537848, 2685215519, 359537849, 359537850, 2685215527, 5731374054, 359537851, 5731374051, 359537852, 2431543934, 359537853, 359537854, 2431543861, 2431543872, 2431543868, 2689359725, 2431543857, 2689359737, 2689359781, 2431543852, 359537856, 2689359723, 2431543853, 2689359821, 2431543850, 2431543847, 2689359696, 359537857, 2689359811, 2689359787, 2689359816, 2689359730, 2035880609, 2689359766, 2035880629, 2689344634, 2035880628, 2035880576, 2035880594, 2431151603, 2689350113]",2685048019,2689350113,15.421222,POINT (-55.27872 -26.76734),POINT (-55.13777 -26.75702),14.065840053468946,-0.6151320000000009,0.6151320000000009,0.041545877405851306,edelira,natali,7.0
38,emboscada,arroyos y estero,28.586399,"[2727212080, 1318821424, 2727212109, 2727212104, 2727212096, 1318821170, 1318821460, 2727212119, 2727206621, 2727206611, 2727212085, 1318821454, 2727206656, 2727206630, 2727206627, 2727212116, 1318821470, 2727206658, 2727206632, 2727206613, 2727212114, 2727206620, 1318821455, 2727212102, 1318821131, 2727237631, 4197713304, 4197713301, 1318834744, 2727238382, 5810711616, 5810711592, 5810711572, 5810303893, 5810303888, 5810711552, 5810303909, 2727241917, 1318834668, 1318834690, 2727241929, 2727241959, 1318834757, 1318834672, 2727241961, 2727241936, 5512335695, 1318834649, 1318834706, 2727241921, 4922839094, 5810711630, 5512335662, 2727241934, 4922839057, 2727241913, 3295694080, 1318834736, 2727242116, 2727242117, 4922879656, 1318834715, 5512335627, 5512335637, 2727245778, 1318834685, 5512335734, 2727245791, 1318834752, 1318834724, 2727245794, 1318834650, 4922879666, 2727245786, 1318834681, 1318834709, 1318834733, 2727245788, 1318834657, 1318834661, 1318856905, 1318856853, 2727245779, 1318856827, 1318857063, 2727245785, 1318857016, 2727245789, 1318856867, 1318857012, 1318857058, 1318857024, 1318856935, 4922960020, 1318856850, 1318856924, 2728308594, 2728308584, 1318856885, 2728308589, 1318856823, 2728308598, 1318857056, 4922960308, 2918435744, 4922960374, 4922960325, 4922960363, 4922960338, 6571008071, 6571008061, 2918435648, 5512335792, 2728327639, 2918435544, 2918796309, 2918435514, 2918435497, 2918796087, 2918796081, 1318916033, 4922960504, 4922960505, 4922960515, 2918836276, 5512335740, 2918796034, 2918836259, 1318915897, 2918836229, 2918836228, 2918836223, 1318915716, 1318915926, 2728356456, 2728356485, 8813587280, 2728356349, 2728356353, 5512335745, 5512335751, 5512335750, 2728356447, 1318915796, 2728356394, 1319249655, 2728411145, 2728411131, 2728411129, 5998532034, 1318915990, 4467108468, 8813615334]",2727212080,8813615334,29.018956000000014,POINT (-57.34807 -25.12413),POINT (-57.08333 -25.05),27.94060329670904,-0.4325570000000134,0.4325570000000134,0.015131566588712814,emboscada,arroyos y estero,1.6
39,emboscada,nueva colombi,10.12898,"[2727212080, 1318821424, 2727212109, 2727212104, 2727212096, 1318821170, 1318821460, 2727212119, 2727206621, 2727206609, 2727206626, 2727206616, 2727206622, 2727206610, 2727206637, 2727206645, 1318821504, 2727206612, 2727206640, 2727206643, 7781736062, 2727206606, 7781736043, 1318970035, 2727206625, 2727206628, 1318969829, 4197736152, 2727206623, 1318969997, 4922835079, 1318969962, 1318970060, 1318969873, 1318969802, 1318969888, 1318970024, 5555143076, 4931762647, 4931762631, 1318970056, 1318969786, 1318969952, 1318969843, 1318969846, 1318969954, 1318969864, 1318970020, 1318969784, 3295693411, 1318969798, 1318969988, 1318969898, 4931762622, 1318969925, 1318969833, 3295693802, 1318970072, 1318969826, 4931762588, 1318969756, 1318970010, 1318969909, 1318969903, 1318969899, 3504297535, 1318970026, 1318970008, 1318969773, 1319031860, 1319032325, 1319031914, 1319031905, 1319032344, 1319032073, 1762992035, 1319031784, 1319032159, 1762992038, 1319032215, 1319032311, 1319031780, 1762992046, 5499810803, 1762992043, 5501701776, 1319031801, 5501701777, 3295693885, 3295693881, 3295693877, 5501701778, 3295693875, 5501701779, 5501701775, 1319032249, 5501701774, 5501701773, 3295693803, 3295693807, 3295693811, 3295693816, 3295693841]",2727212080,3295693841,10.864809999999993,POINT (-57.34807 -25.12413),POINT (-57.30533 -25.1881),8.293623482846522,-0.7358299999999929,0.7358299999999929,0.07264601174056942,emboscada,nueva colombi,9.0
40,eusebio ayala,isla puc,11.40473,"[2726948520, 2726939765, 2726939753, 2726939698, 2726939707, 2726939724, 2726939726, 2726939767, 2726939729, 2726939818, 2726939751, 2726939709, 2726939733, 2726939702, 2726939691, 2726939787, 2726939748, 2726939779, 2726939731, 2726939744, 2726939824, 2726939761, 2726939696, 2726939801, 2726939720, 2726939768, 2726902622, 5504559670, 5504559636, 5504559637, 5504559638, 5504559639, 5504559640, 5504559641, 5504559642, 5504559643, 5504559644, 5504559645, 5504559646, 5504559647, 5504559648, 5504559649, 5504559650, 5504559651, 5504559652, 5504559653, 5504559654, 5504559655, 5504559656, 5504559657, 5504559658, 2411253214, 2411253213, 2411253209, 2411253206, 2411253205, 2411253204, 2411253203, 2411253202, 2411253201, 2411253200, 5937210737, 5809411769, 3394670036, 3394670033, 3394670032, 3394670024, 3394670020, 3394670017, 3394670014, 3394670004, 3394669993, 3394669887, 3394669857]",2726948520,3394669857,11.305803999999998,POINT (-56.97145 -25.36119),POINT (-56.89911 -25.30853),9.331121151805894,0.09892600000000229,0.09892600000000229,0.008674120299209389,eusebio ayala,isla puc,5.0
41,eusebio ayala,itacurubi de la cordiller,13.14974,"[2726970141, 2726970013, 2411253268, 2726888511, 2726888446, 2726888480, 2726970007, 2726969929, 2726834223, 2726985549, 2726970113, 2726985555, 2726969955, 2726970020, 2726970032, 5809108349, 2726765693, 20938048, 5809108357, 5998201808, 5998201804, 2846228667, 5998201787, 7320813768, 5809108734, 5998201461, 5937210530, 1464862291, 7327154723, 5937210727, 5937210560, 1756921551, 20938049, 1756921578, 1756921631, 1756921602, 1464862293, 1756998502, 5734511642, 5734511641, 1756921570, 1756921576, 1464862295, 1756921564, 1756962000, 1756921620, 20938050, 1756921607, 1756921609, 1464862296, 1756921542, 1756921546, 1756925058, 1756921595, 1756921604, 1756921557, 1464862298, 1756921626, 1464808500, 1756916094, 1756921581, 1756917742, 20938062, 1756917686, 1756916052, 1756916053, 1464862303, 1756916067, 1756916096, 1756916046, 1464862308, 1756916092, 1756916041, 1756916068, 3421834539, 20938063, 1756916057, 1756916071, 1464862314, 1756917700, 20938051, 5734511639, 5734511640, 1464862319, 1756916099, 1756916064, 1757003162, 1756916097, 1756916026, 1464862320, 1756916028, 1756916088, 1756916075, 1756916090, 1756916032, 593803994, 1756916076, 1756916056, 593803996, 1756916043, 1756916084, 1756916045, 1464862312, 1756916070, 1464862306, 1756916089, 1756916078, 1756916049, 1756916060, 20938052, 1756916029, 1756916098, 1756916048, 7487518805, 7700163385, 7700128284, 7487518806, 1756903261, 20938053, 1756932978, 1756932789, 1756932679, 1756927129, 1756933007, 4588225862, 1756932920, 1756927176, 1756932654, 1756903214, 4588225861, 1756932699]",2726970141,1756932699,15.632796999999998,POINT (-56.96088 -25.38276),POINT (-56.85333 -25.46158),13.90355916781968,-2.4830569999999987,2.4830569999999987,0.1888293608847018,eusebio ayala,itacurubi de la cordiller,6.0
